CP ID,Project Number,Project Category,Project Type,Project Name,Project Location,Description,Justification,Council District,Plan Cost,Estimated Cost,Actual Cost,Project Cost,Percent Spent,Estimated Start,Estimated End,Actual Start,Actual End,Status,Notes,Project SubType,Priority,Phase,PPA Number,x Coordinate,y Coordinate,Latitude,Longitude,Map URL,Mapped Location
5049,2012-R020,Sidewalk,New Sidewalk,Branch Street Sidewalk Improvements,BRANCH ST - CAHAL AVE - MOORE ST,5' Sidewalk with 2' Furnishing Zone,Project provides sidewalk network connectivity to South Inglewood Park and Inglewood Elementary School,07,445000.00,445000.00,381008.44,381008.44,0,11/13/2017,01/24/2018,12/07/2017,08/17/2018,Complete,"Installation of new 5' sidewalk and 2' furnishing zone along with curb, gutter, and storm drainage that provides sidewalk network connectivity to South Inglewood Park and Inglewood Elementary School",New,Medium,Complete,944-01016,1754266.01651947,678428.91056072,36.19492257,-86.72604396,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5049?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.19492257, -86.72604396)"
1375,PV-FL-17963,Paving,Paving,CROUCH DR - ROWAN DR - ROMAN DR,CROUCH DR - ROWAN DR - ROMAN DR,ROADWAY RESURFACING PAVING PROJECT ON 'CROUCH DR',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",02,103700.00,153997.40,118100.20,118100.20,0,,,05/01/2019,09/09/2019,Complete,PAVING PROJECT: 'CROUCH DR - ROWAN DR - ROMAN DR',New,Low,Complete,1262-01119,1726987.66405895,688630.05689673,36.22231219,-86.81878025,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1375?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.22231219, -86.81878025)"
5072,2017-R-001,Sidewalk,New Sidewalk,Cloverland Drive,CLOVERLAND DR - BRENTON PARK CT - FREDERICKSBURG WAY W,6' Sidewalk with 6' Furnishing Zone,Project fills gap in sidewalk network and provides connectivity to Transit and Businesses on Old Hickory Boulevard,04,202000.00,202000.00,0.00,202000.00,0,03/26/2018,05/31/2019,10/15/2018,08/31/2019,Complete,"Installation of new 6' sidewalk and 6' furnishing zone along with curb, gutter, and storm drainage that fills a gap in the sidewalk network and provides connectivity to Transit and Businesses on Old Hickory Boulevard",New,Medium,Complete,943-01017,1741298.24826561,621745.28521722,36.03894407,-86.76848187,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5072?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.03894407, -86.76848187)"
1156,PV-10058,Paving,Paving,PALMER AVE - DEAD END - PIERCE RD,PALMER AVE - CUL-DE-SAC - PIERCE RD,Paving project: PALMER AVE - DEAD END - PIERCE RD,Paving project needed,09,29750.00,24403.00,35605.97,35605.97,100,2015,2015,07/12/2015,08/12/2015,Complete,Paving project on PALMER AVE,New,Low,Complete,380-02015,1760962.40476274,708988.27209922,36.2790076,-86.70409463,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1156?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.2790076, -86.70409463)"
5980,,Sidewalk,New Sidewalk,Tusculum Road - West of Nolensville Pike,TUSCULUM RD From NOLENSVILLE PIKE To MCMURRAY DR,6' Sidewalk with 4' Furnishing Zone,"Project provides sidewalk network connectivity to McMurray Middle School, Tusculum Elementary School, and Transit on Nolensville Pike",27,634000.00,634000.00,0.00,634000.00,0,08/21/2018,06/30/2019,09/17/2018,07/22/2019,Complete,"Installation of new 6' sidewalk and 4' furnishing zone along with curb, gutter, and storm drainage that provides neighborhood connectivity to McMurray Middle School, Tusculum Elementary School, and Transit on Nolensville Pike",New,Medium,Complete,1210-01015,1756762.52273839,628949.98828235,36.05906437,-86.71636118,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5980?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.05906437, -86.71636118)"
144,,Bikeway,Bike Lane,Korean Veterans Boulevard,Korean Veterans Boulevard from 4th Avenue South to Hermitage Avenue/1st Avenue South,New Bike Lane,"To provide safer cyclist route, connectivity to businesses and neighborhoods, and a means of exercise",19,0.00,0.00,2374.00,2374.00,100,,,01/01/2015,12/31/2015,Complete,New_BL_BW,New,Medium,Complete,899-03014,1740225.56684293,664989.99668752,36.15771182,-86.77326559,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/144?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.15771182, -86.77326559)"
1090,PV-10088,Paving,Paving,DORTCH AVE - GLENROSE AV - DEAD END,DORTCH AVE - GLENROSE AV - DEAD END,ROADWAY RESURFACING PAVING PROJECT ON 'DORTCH AVE',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",17,13600.00,15270.65,15948.19,15948.19,100,2014,2014,01/01/2014,01/01/2014,Complete,PAVING PROJECT: 'DORTCH AVE - GLENROSE AV - DEAD END',New,Low,Complete,342-02014,1748204.37472395,653003.31522963,36.12495491,-86.74592955,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1090?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.12495491, -86.74592955)"
180,,Bikeway,Bike Lane,Harding Pike/Hwy 70 S,Harding Pike/Hwy 70 S from Old Hickory Boulevard to Percy Warner Boulevard,New Bike Lane,"To provide safer cyclist route, connectivity to businesses and neighborhoods, and a means of exercise","23, 34",0.00,0.00,0.00,0.00,100,,,01/01/2013,12/31/2013,Complete,New_BL_BW,New,Medium,Complete,899-03014,1703502.35333982,637967.95526494,36.08218154,-86.89733379,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/180?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.08218154, -86.89733379)"
5363,,Bikeway,Bike Lane,17th Ave S From Magnolia Blvd To Music Row,17th Ave S From Magnolia Blvd To Music Row,New protected bike lane,"To provide safer cyclist route, connectivity to businesses and neighborhoods, and a means of exercise","18,17,19",91800.00,91800.00,0.00,91800.00,0,2017,2018,01/01/2017,,Complete,New protected bike lane under construction,New,Low,Complete,1058-03013,1734134.31586691,661098.16280658,36.14689419,-86.79379656,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5363?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.14689419, -86.79379656)"
6276,,Culvert,Steel Plates,Una-Antioch Pike - Steel Plate,UNA ANTIOCH PIKE Over PICCADILLY ROW Between RANSOM VILLAGE WAY And PICCADILLY ROW,Description of Work - The work includes the installation of steel plates over roadway failure. The installation of the steel plates is a temporary measure to maintain the roadway open to vehicular traffic.,To address the roadway failure and maintain the roadway to be safe for vehicular traffic.,28,0.00,0.00,5783.00,5783.00,0,07/15/2019,07/15/2019,07/15/2019,07/15/2019,Complete,The installation of the steel plates is complete.,Emergency Repair,High,Complete,1239-04119,1776412.62176143,637868.85140913,36.08394119,-86.65008288,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6276?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.08394119, -86.65008288)"
6236,PV-SP-18846,Paving,Paving,ED TEMPLE BLVD - JOHN A MERRITT BLVD - BUCHANAN ST,ED TEMPLE BLVD - JOHN A MERRITT BLVD - BUCHANAN ST,ROADWAY RESURFACING PAVING PROJECT ON 'ED TEMPLE BLVD',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",21,391000.00,0.00,0.00,391000.00,0,,,,,Complete,PAVING PROJECT: 'ED TEMPLE BLVD - JOHN A MERRITT BLVD - BUCHANAN ST',New,Low,Complete,1269-01119,1726239.66666667,668774.75,36.16780212,-86.82075238,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6236?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.16780212, -86.82075238)"
6269,,Guardrail,New Guardrail,Old Murfreesboro Pike - Service Request,OLD MURFREESBORO PIKE Between OLD MURFREESBORO PIKE,Guardrail Installation Project â€“ The work will consist of installation of guardrail at the northwest corner of the intersection,To address request for guardrail at intersection with history of accidents,"29,13",8220.00,8220.00,0.00,8220.00,0,10/02/2019,10/02/2019,10/02/2019,10/02/2019,Complete,Installation of guardrail is complete,New,Low,Complete,1239-04119,1771572.86554369,645077.66994703,36.1036542,-86.66662766,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6269?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.1036542, -86.66662766)"
6212,,Sidewalk,Sidewalk Repairs,10th Circle N and Gay Street Repairs (Capitol View-Nelson Merry),10th Circle N and Gay Street,Gaps and Repairs of a sidewalk,"Jeff Haynes of Boyle Development (Capitol View) requested the repair through Devin Doyle
 
Devin,
I just left you a voicemail also. I am the property manager for the Capitol View development. We have some sidewalks that our just outside of our development that are going to be in need of repair. The worst locations are on Nelson Merry between 10th Av N and 10th Av Circle N, but it may be easiest to just walk the perimeter of our development. We are in the process of pouring the sidewalks within our development scope, so now would be a good time to visualize any gaps or necessary repairs.",19,100145.68,0.00,0.00,100145.68,0,,,05/20/2019,06/05/2019,Complete,Gaps and Repairs of a sidewalk completed,Maintenance/Repairs,Medium,Complete,1322-01016,1735643.83660239,668107.08030144,36.16618054,-86.78887541,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6212?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.16618054, -86.78887541)"
155,,Bikeway,Bike Lane,Murphy Road,Murphy Road from Bowling Avenue to I-440,New Bike Lane,"To provide safer cyclist route, connectivity to businesses and neighborhoods, and a means of exercise",24,0.00,0.00,4727.00,4727.00,100,,,01/01/2015,12/31/2015,Complete,New_BL_BW,New,Medium,Complete,899-03014,1725498.84068255,658559.53421773,36.13971801,-86.82296606,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/155?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.13971801, -86.82296606)"
6075,,Culvert,Culvert Replacement,857 West Hillwod Drive - 2018 Spring Paving Group,W HILLWOOD DR Between FLEETWOOD DR And NEWBERRY RD,"Culvert Replacement Project - The work will consist of removing existing 30â€ x 16â€ CMP pipe culvert, installation of 30â€ 19â€ HERCP pipe culvert, headwall, water main adjustment, and roadway restoration.",To address the jobs identified by county wide culvert inspection program and to insure the safety of the traveling public,23,54749.00,54749.00,0.00,54749.00,0,08/19/2019,09/06/2019,07/22/2019,08/21/2019,Complete,"Culvert installation complete,",Replacement,Medium,Complete,1200-01018,1706604.95200764,656107.609904,36.13253629,-86.88687994,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6075?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.13253629, -86.88687994)"
6569,,Guardrail,Guardrail Repairs,Hobbs Road/ Sugartree Creek - Service Request,HOBBS RD From STAMMER PL To HILLSBORO CIR,"Guardrail Repairs and Handrail Repairs - The work will include the removal of the damaged guardraIL and the installation of Type 21 anchor, 12.5 of single guardrail type 2, 18.75' of side mounted bridgerail, 6.25 of single guardrail type 2, In-line guardrail anchor, 12.5' of radius rail, rounded end element, and hazard marker. Removal of damaged handrail and the installation of 60' of handrail.",To address service request to repair damaged guardrail,34,9175.00,9175.00,0.00,9175.00,0,07/24/2020,07/24/2020,07/24/2020,07/24/2020,Complete,Guardrail repairs complete,Maintenance/Repairs,Medium,Complete,1415-11014,1726127.80336093,644495.26941384,36.10110594,-86.8204418,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6569?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.10110594, -86.8204418)"
5803,,Culvert,Culvert Replacement,801 Elissa Drive - 2018 Spring Paving Group,ELISSA DR Between KAREN DR And LOUANNE DR,"Culvert Replacement Project - The work will consist of removing existing 19â€ x 12â€ CMP pipe culvert, installation of 23â€ x 14â€ HERCP pipe culvert, headwall, water main adjustment, and roadway restoration. Due to the existing 19â€x12â€ HECMP culvert being hydraulically undersized and structurally deficient, it is recommended that the existing culvert be removed and replaced.  The additional length of pipe is recommended in order to keep the headwalls outside of the clear zone, and therefore, not require the installation of guardrail.","To conduct a study of the 19â€x12â€ horizontal elliptical corrugated metal pipe culvert (HECMP) located approximately 23â€™ north of 801 Elissa Drive to determine the required effort and resources that are necessary to resolve the Culvert Maintenance Recommendations CMR(s) identified in the Culvert Programâ€™s Inspections Report Dated February 18, 2018",13,52965.00,65660.00,0.00,65660.00,0,09/03/2019,09/20/2019,09/04/2019,09/13/2019,Complete,The project will require one lane closure. It anticipated that construction will take approximately 4 weeks,Replacement,Medium,Complete,1200-01018,1760350.66796405,658191.92985719,36.13946241,-86.70493468,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5803?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.13946241, -86.70493468)"
4275,,Bridge,Replace Bridge Deck,Charlotte Ave/ Rosa L Parks Boulevard,Charlotte Ave/ Rosa L Parks Boulevard between 8th Ave N and 10th Ave N,Bridge Deck Replacement - The work will consist of replacing the bridge deck and approaches as identified by TDOT's inspection report and included in TDOT Flagged bridges list and to ensure the safety of the traveling public. The work will include the removal and replacement of the existing bridge deck and approaches,To replace bridge deck and approaches as identified by TDOT's inspection report and included in TDOT Flagged bridges list and to ensure the safety of the traveling public.,19,2500000.00,2035596.08,0.00,2035596.08,0,,,,,In Progress,Bridge deck replacement will require lane closures/ road closure,Rehabilitation,Medium,Planning/Scoping,1408-11014,1736337.20339264,667295.55556065,36.16395985,-86.78649939,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/4275?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.16395985, -86.78649939)"
6076,PV-SUM-18775,Paving,Paving,INGLESIDE RD - BLUE HILLS DR - FAIRWAY DR,INGLESIDE RD - BLUE HILLS DR - FAIRWAY DR,"ROADWAY RESURFACING PAVING PROJECT ON 'INGLESIDE RD'
REQUESTED BY CM SYRACUSE","BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",15,44200.00,34610.75,32415.43,32415.43,0,,,07/02/2019,07/19/2019,Complete,PAVING PROJECT: 'INGLESIDE RD - BLUE HILLS DR - FAIRWAY DR',New,Low,Complete,893-00000,1765863.75,667695.5,36.16567568,-86.68649015,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6076?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.16567568, -86.68649015)"
6148,PV-SP-18794,Paving,Paving,KINGSTON ST - DICKERSON PK - SULTANA AVE,KINGSTON ST - DICKERSON PK - SULTANA AVE,ROADWAY RESURFACING PAVING PROJECT ON 'KINGSTON ST',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",05,0.00,0.00,0.00,0.00,0,,,,,Complete,PAVING PROJECT: 'KINGSTON ST - DICKERSON PK - SULTANA AVE',New,Low,Complete,1269-01119,1742361.25,683761.41666667,36.2093278,-86.76653446,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6148?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.2093278, -86.76653446)"
5842,Study No. 812,Bridge,Maintenance and Repair Jobs,Andrew Jackson Parkway/Dry Fork Creek,Andrew Jackson Parkway Over Dry Fork Creek Between Old Hickory Blvd And Jackson Pass,"Concrete repairs, Texture coat parapet walls, Asphalt repairs â€“ The work will consist of repairing the concrete curbs at the bridge deck, seal cracks in the bridge deck, texture coat the parapet walls, seal asphalt cracks at the approaches.",To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,11,40102.82,40102.82,0.00,40102.82,0,05/09/2018,09/18/2020,05/09/2018,09/16/2020,In Progress,Concrete deck crack repairs complete.,Maintenance/Repairs,High,Under Construction,1150-04015,1788542.94435669,674587.79982011,36.18502085,-86.60980582,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5842?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.18502085, -86.60980582)"
5726,,Culvert,Culvert Replacement,301 East Marthona Road - Service Request,E MARTHONA RD Between OLD HICKORY BLVD And VANTREASE RD,"Culvert Replacement Project - The work will consist of removing existing 72â€ CMP pipe culvert, installation of 12â€™ x 5â€™â€ concrete box culvert, wingwalls, guardrail on the east side, and roadway restoration. Due to the existing 72â€ CMP culvert being hydraulically undersized and structurally deficient with associated roadway failure, the engineer recommends replacing the current culvert with a 12â€™ wide x 5â€™ tall slab bridge structure.","Metro Public Works received a service request to investigate roadway failure at a culvert located approximately 150â€™ north of 310 E. Marthona Road in a residential neighborhood with light to moderate traffic volume, a 35 MPH speed limit, and two 12â€™ wide divided lanes running in the north and south directions. The service request was forwarded to Jeff Campbell by Thomas Jones on January 24, 2018 and investigated on January 30, 2018. The existing culvert consists of a 72â€ corrugated metal pipe (CMP) and reinforced concrete headwalls.",08,211336.00,211336.00,0.00,211336.00,0,07/29/2019,10/04/2019,07/29/2019,10/04/2019,Complete,Installation of culvert is complete,Replacement,High,Complete,1240-04119,1753990.09685547,702761.87364154,36.2617631,-86.72759712,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5726?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.2617631, -86.72759712)"
